1000 200000
979 789 114
810 860 53
821 767 102
396 623 79
259 958 70
948 549 75
993 824 33
499 408 28
771 149 82
291 761 93
289 836 40
50 137 60
225 567 107
731 967 81
578 379 26
339 503 56
807 50 76
543 864 104
94 103 23
386 596 25
841 331 16
804 811 92
327 612 50
343 492 11
30 64 60
862 325 40
64 918 91
230 116 2
528 563 77
140 309 43
894 775 111
850 117 30
982 457 101
490 212 116
11 161 53
798 966 8
168 177 31
945 469 79
374 742 51
508 102 33
196 744 39
306 26 109
96 58 27
3 237 6
616 523 57
810 860 98
216 34 83
924 975 96
623 69 110
563 835 64
336 424 84
356 292 75
831 707 114
844 399 77
105 801 22
281 690 47
488 903 35
369 28 12
211 320 110
499 670 50
627 275 72
861 765 2
834 995 8
420 739 78
378 465 88
194 928 51
657 255 53
272 224 54
778 69 108
333 25 71
877 241 10
721 307 100
940 119 55
806 278 105
465 656 63
341 523 99
629 381 110
533 669 55
407 266 4
714 134 120
672 743 12
561 772 12
422 262 64
994 126 76
600 952 108
412 525 83
63 312 73
750 187 114
842 456 86
762 759 59
900 691 40
375 674 58
958 356 76
528 467 65
548 446 118
141 615 94
1 383 107
742 414 63
236 520 95
663 380 75
661 318 3
385 655 45
369 192 45
512 261 96
405 106 51
711 894 87
613 57 90
322 369 64
214 985 42
149 830 106
977 649 9
53 868 3
810 821 89
341 449 1
745 605 61
595 914 47
754 370 18
110 705 12
105 299 94
994 957 24
173 460 60
582 365 110
879 357 80
615 305 68
713 640 17
99 659 46
13 275 100
779 834 86
293 711 88
71 519 20
30 427 3
262 760 64
172 795 62
678 531 68
397 628 35
191 155 97
905 620 55
156 919 99
977 945 73
837 944 5
9 604 73
877 968 34
508 454 1
368 218 71
846 224 105
439 29 113
202 593 73
500 554 48
285 29 2
326 212 41
369 827 60
485 518 27
475 260 94
238 580 76
682 740 52
760 356 97
468 151 114
52 714 93
255 263 31
939 397 59
69 67 21
106 580 73
470 685 102
301 418 45
813 309 76
824 981 115
744 484 110
786 720 112
53 935 119
89 716 120
118 511 42
516 41 86
686 845 23
960 583 110
435 560 72
12 126 85
849 773 86
927 108 18
325 327 78
273 492 103
83 416 2
156 518 32
926 931 98
506 806 53
337 717 110
178 14 33
920 816 55
69 575 59
895 795 47
910 886 38
221 548 76
973 295 50
118 601 110
787 221 13
603 694 1
222 159 10
347 170 117
332 159 47
198 380 92
748 679 33
63 953 85
478 160 94
92 694 120
367 706 100
40 948 12
705 181 103
730 542 65
824 682 6
609 132 49
67 260 78
331 888 18
544 302 66
711 594 65
162 265 116
626 708 24
736 265 116
904 590 71
846 361 20
8 247 43
52 765 40
754 814 25
233 508 32
775 503 94
245 82 94
298 884 29
67 857 10
901 308 76
234 337 77
280 305 103
696 285 68
161 371 32
89 114 114
151 277 63
758 119 66
496 253 17
522 247 39
46 902 64
68 120 20
171 836 30
524 150 8
194 218 2
168 79 78
802 121 14
987 804 81
272 32 92
795 593 60
793 825 16
307 687 63
769 208 97
676 825 120
584 417 118
341 53 23
888 370 100
380 530 117
220 278 116
155 86 28
520 334 34
779 488 37
154 179 86
658 711 38
902 103 92
417 680 73
314 336 89
597 872 112
658 158 111
663 768 35
364 176 44
724 315 18
96 353 83
475 70 48
456 510 14
757 246 30
638 246 85
699 269 97
379 489 18
712 246 3
706 130 9
163 83 112
416 726 107
54 113 120
230 791 109
761 476 105
483 818 11
64 504 91
95 523 60
366 162 15
683 443 118
27 982 58
855 241 19
548 733 102
586 613 79
228 423 102
995 287 76
46 743 64
739 233 35
195 841 14
953 16 117
913 409 24
614 969 83
908 395 28
526 265 67
238 365 120
708 34 44
354 701 59
829 552 108
203 984 117
359 445 84
603 639 6
539 556 104
17 615 3
442 403 8
567 417 101
580 399 66
323 364 71
223 556 19
59 218 66
260 539 110
565 159 65
477 517 114
344 751 102
5 10 75
926 97 9
958 626 69
21 850 30
296 702 31
112 659 41
20 576 34
283 439 59
758 826 26
887 497 117
856 870 120
905 449 7
156 109 75
678 448 59
203 310 49
828 672 29
725 865 47
686 626 105
382 736 30
677 897 11
286 695 21
742 802 50
604 183 56
286 148 84
740 803 73
40 507 31
668 360 72
455 668 26
956 778 73
641 911 67
335 966 32
322 953 8
529 427 102
450 588 48
795 804 66
477 33 12
399 243 99
433 36 52
936 140 23
199 876 13
493 104 26
252 806 75
622 185 6
461 787 119
19 830 21
189 370 13
683 249 120
666 862 29
791 580 13
374 154 77
372 618 30
271 208 120
696 214 27
335 523 18
357 532 40
274 487 24
623 873 60
531 447 115
903 4 68
640 550 16
726 599 56
220 798 64
486 536 40
727 733 103
96 332 22
541 150 82
526 149 13
522 166 81
615 340 100
90 491 3
480 600 20
946 122 44
431 430 19
304 498 102
486 293 44
480 344 51
530 988 36
123 188 93
198 22 12
378 988 58
738 225 28
487 975 118
457 74 30
17 672 56
310 133 91
341 886 9
487 695 47
728 740 9
294 732 72
304 940 99
899 710 104
289 568 37
285 990 63
287 826 67
838 610 61
189 957 55
342 232 39
299 780 91
836 325 76
846 377 87
679 787 106
867 403 83
556 644 11
478 219 11
512 569 99
505 7 96
544 378 21
960 105 1
484 165 95
838 89 95
33 348 33
739 766 3
687 659 10
15 236 65
421 712 58
913 162 71
737 595 26
335 935 52
983 778 55
49 143 51
503 331 98
185 194 51
64 156 75
619 382 120
957 910 103
545 656 97
205 728 11
684 337 71
763 90 78
862 736 40
104 72 31
572 442 32
805 551 20
477 523 30
972 766 117
687 270 91
167 706 25
799 686 19
254 960 40
90 219 81
964 811 85
723 749 117
505 186 102
222 407 104
446 600 64
251 692 9
501 192 72
856 141 98
737 951 8
537 685 6
413 353 98
605 42 33
578 32 63
681 899 75
372 275 45
402 119 99
397 692 111
532 411 35
879 329 81
392 814 6
581 260 58
546 875 93
351 792 78
898 670 50
651 93 34
530 978 1
907 797 97
936 250 37
132 310 60
663 255 108
46 359 62
608 758 17
21 87 8
258 533 65
343 128 116
730 10 112
577 717 21
738 920 61
765 668 86
217 298 27
99 630 5
523 88 98
950 541 60
767 185 60
242 541 59
510 868 28
215 452 15
45 28 19
28 239 89
443 77 60
148 954 5
83 634 75
30 678 2
847 933 52
284 467 105
74 239 63
576 893 72
464 990 120
394 339 59
663 658 106
394 257 74
281 634 89
732 114 4
296 912 105
239 670 1
738 895 71
107 762 8
694 826 77
771 998 85
82 613 114
714 708 8
53 315 34
505 178 37
938 318 118
989 137 79
671 410 91
54 347 81
628 63 46
652 330 79
123 723 88
16 849 29
489 869 58
848 600 67
976 474 97
595 567 21
852 845 35
132 168 14
731 878 25
656 728 29
724 672 43
982 341 52
254 237 31
908 707 46
854 433 114
788 346 85
248 698 4
478 654 16
341 391 114
295 886 18
440 692 25
163 536 15
621 164 89
43 259 64
283 175 112
198 742 84
169 535 102
554 673 61
156 453 94
732 781 113
861 323 79
170 910 34
407 231 15
425 695 117
239 117 90
405 187 107
618 708 71
876 77 73
540 317 96
61 473 60
823 957 107
729 638 67
920 622 73
880 75 114
32 800 7
35 740 107
82 120 45
643 166 89
141 262 116
822 533 116
680 754 63
976 430 2
681 220 32
978 301 58
31 114 116
628 614 36
582 858 38
893 508 44
190 313 108
323 722 9
190 475 69
205 219 91
78 162 85
529 457 13
49 65 41
854 292 13
975 901 46
900 759 54
466 480 5
468 806 52
463 95 20
560 347 100
623 692 52
171 637 64
109 172 24
979 870 71
404 426 115
403 332 40
578 92 106
702 661 93
800 665 25
274 749 102
655 403 110
383 449 7
354 917 101
164 645 14
399 649 42
879 280 101
74 178 36
967 176 74
216 536 11
126 322 15
622 445 18
451 731 50
300 135 106
152 783 41
692 199 26
55 558 109
897 465 91
501 751 46
918 26 8
982 811 119
40 733 71
448 156 38
340 252 70
693 179 42
977 143 120
94 443 111
200 627 71
156 929 31
727 182 69
290 355 6
918 449 93
861 460 93
815 57 50
369 579 20
433 185 76
348 327 37
160 495 3
687 660 42
95 47 70
663 444 80
707 75 32
563 958 100
414 691 110
101 549 44
54 500 79
620 310 96
369 840 89
282 404 108
496 253 104
950 402 113
685 11 92
335 227 27
694 478 85
382 361 48
225 592 85
513 171 89
640 885 45
54 332 7
372 113 34
404 594 55
216 700 57
162 519 26
579 948 24
201 77 22
575 985 23
573 22 74
443 424 109
350 836 118
212 733 95
761 709 27
273 853 106
604 402 51
60 524 6
109 354 66
115 775 16
634 833 83
52 45 40
475 348 47
174 318 32
283 449 91
765 272 10
368 808 90
248 957 14
931 288 44
123 238 77
403 496 40
765 822 45
389 731 61
109 785 25
157 622 96
607 920 55
480 817 11
14 45 64
960 712 3
876 360 76
741 501 58
834 790 107
149 457 13
869 862 56
801 345 72
797 891 32
97 459 39
689 542 109
365 752 30
677 747 86
45 626 60
675 357 8
970 196 47
774 117 117
286 318 31
607 985 112
310 616 28
223 364 6
482 39 70
873 684 38
639 507 41
343 117 88
24 517 80
999 67 99
977 219 120
238 375 108
355 892 83
425 485 27
784 223 62
337 376 47
243 246 80
425 340 86
117 947 44
948 868 17
387 430 6
116 132 105
208 184 65
81 224 17
910 635 85
140 981 100
372 317 23
792 765 66
189 588 24
948 608 81
677 888 53
369 412 1
589 618 119
762 366 108
24 851 14
949 954 112
568 423 120
757 528 98
950 42 64
536 458 92
588 643 23
700 773 85
135 994 77
22 424 51
343 47 79
670 758 57
856 731 79
802 714 6
583 995 63
311 148 50
67 391 94
748 506 26
123 657 14
320 23 19
363 580 92
73 609 25
539 481 14
319 135 55
952 1000 77
199 518 31
952 552 4
97 378 54
359 995 116
932 188 114
909 300 41
234 165 48
765 145 54
324 162 51
143 965 67
917 832 117
562 195 101
985 66 116
219 532 10
950 704 37
956 681 69
826 226 3
256 945 32
570 447 108
354 790 116
298 771 20
626 943 113
216 63 90
764 772 78
994 188 95
488 947 92
455 807 118
69 249 15
991 416 103
483 505 120
179 702 114
396 648 108
776 566 110
661 974 82
890 56 75
546 395 9
761 633 87
788 652 13
499 478 86
755 530 75
321 910 107
453 557 92
127 226 60
655 472 104
941 34 10
551 981 34
144 505 16
74 144 11
115 21 58
363 654 27
357 843 56
767 484 28
360 494 31
889 264 81
498 144 76
55 524 90
748 85 60
908 47 12
693 63 120
586 439 103
930 279 3
983 934 54
12 977 110
422 134 15
683 538 96
992 874 47
710 961 58
792 544 107
704 300 96
325 234 77
233 961 110
429 40 118
474 492 31
23 825 27
611 414 30
363 801 43
447 326 43
405 105 7
455 305 38
817 126 94
753 450 76
771 294 62
938 126 91
107 101 8
200 964 73
891 687 80
74 40 86
218 406 102
725 11 80
963 989 13
367 746 32
474 204 76
160 886 117
598 678 10
32 138 84
984 13 109
315 392 6
63 720 90
685 169 49
779 684 26
741 227 119
415 530 19
63 155 25
685 642 4
297 610 69
284 111 71
959 305 65
669 458 95
448 322 78
758 805 88
389 615 75
3 546 43
779 810 64
21 778 118
261 572 27
198 178 37
800 325 62
229 780 88
485 902 112
270 908 69
90 66 98
970 635 64
766 214 5
230 142 118
41 608 115
136 23 65
374 474 75
393 41 39
305 724 77
808 856 40
62 910 60
562 608 63
858 321 107
414 186 97
554 851 74
331 270 120
940 619 8
297 592 36
106 798 80
926 355 92
61 159 87
750 348 98
56 319 67
586 807 69
442 630 31
423 171 9
760 64 99
94 797 94
293 237 112
804 271 41
814 903 5
595 165 19
984 49 112
783 443 98
943 153 107
659 331 27
244 310 3
71 423 93
390 360 40
991 84 68
250 635 52
92 542 6
585 806 112
883 1000 71
817 262 91
764 655 29
67 288 82
156 251 41
66 62 109
416 68 3
870 792 88
880 763 100
685 41 4
805 583 94
57 353 52
866 451 29
403 335 10
480 618 108
994 395 107
63 524 111
987 272 26
185 639 114
118 232 8
384 235 61
387 481 106
572 399 118
679 400 27
910 624 98
832 603 112
188 329 13
184 202 37
749 357 39
320 330 20
390 522 106
314 243 35
807 625 35
490 68 6
50 819 37
840 378 118
557 463 13
691 61 117
820 450 46
247 131 95
672 81 111
637 478 59
473 453 67
210 783 13
286 798 67
737 433 89
79 632 112
891 983 24
218 687 38
748 860 82
285 490 61
366 813 32
787 282 18
155 895 31
229 681 51
917 758 64
804 822 38
418 343 28
674 222 119
802 222 69
973 610 96
100 282 12
139 303 106
529 37 89
702 291 21
299 400 96
39 367 115
207 813 72
535 803 48
10 816 47
442 526 72
775 520 26
16 826 95
48 794 109
653 878 82
307 136 101
658 920 70
168 581 77
211 395 112
982 463 100
570 522 79
337 754 24
716 323 109
503 170 48
136 292 66
148 121 120
396 456 63
126 882 28
658 740 66
575 681 66
842 45 60
299 675 67
570 164 56
230 977 73
984 547 39
879 162 5
338 795 7
846 451 95
930 852 13
921 86 40
646 719 13
88 551 86
483 52 64
403 559 37
764 995 81
280 448 73
473 549 47
806 580 119
926 827 80
131 290 83
184 610 23
667 140 106
769 191 50
741 619 4
703 480 94
852 694 23
421 219 17
759 157 59
766 101 80
428 530 41
479 838 115
966 110 101
539 120 58
406 414 91
430 440 56
229 668 90
144 123 84
935 684 23
247 802 38
629 237 11
963 634 57
521 416 62
60 929 94
524 46 91
808 794 50
782 391 52
765 620 27
923 916 55
757 364 34
962 819 74
3 270 106
757 509 7
396 520 14
517 342 44
201 421 71
440 732 107
514 383 16
158 817 17
101 491 95
272 692 35
942 669 64
680 907 97
218 282 53
445 600 32
299 401 58
219 362 50
110 10 119
864 124 93
393 170 64
807 382 78
415 125 79
762 70 35
388 418 26
914 245 63
859 520 2
825 793 29
168 300 18
219 281 61
76 482 22
948 21 47
354 991 84
951 577 111
982 986 30
194 435 35
111 681 28
591 76 106
869 302 116
160 104 104
101 991 87
75 916 81
221 194 102
354 267 77
612 753 50
715 835 76
912 132 54
966 275 42
142 492 73
681 857 80
607 500 19
745 459 44
181 367 20
457 324 16
401 645 100
123 339 107
470 236 31
979 180 26
50 320 26
315 166 77
167 296 22
55 362 85
853 650 34
688 521 21
575 234 35
87 990 107
281 972 42
691 144 4
911 692 48
365 434 39
92 446 120
155 42 31
879 377 24
878 917 4
699 109 87
657 225 31
913 360 86
108 885 63
556 560 62
991 522 76
666 641 107
681 34 78
392 555 120
129 393 47
122 657 16
490 973 32
111 503 120
618 554 73
167 24 14
794 577 15
609 177 48
764 864 89
362 530 41
882 263 70
541 903 30
690 651 58
214 657 22
437 339 108
305 433 25
543 11 27
167 222 99
736 37 47
228 842 105
713 844 51
92 373 9
191 103 59
159 751 89
226 449 36
628 311 112
809 523 88
226 413 25
764 256 16
164 459 32
167 326 43
284 785 101
580 238 102
762 944 74
940 471 44
589 313 12
115 580 86
263 456 97
732 821 91
302 463 22
239 214 82
32 795 49
430 187 86
520 130 115
396 784 38
952 977 10
627 362 73
385 880 84
130 254 38
893 272 2
659 597 77
251 175 6
616 833 105
272 999 107
56 126 93
34 590 96
272 111 117
947 456 56
519 417 101
880 747 61
723 827 118
842 329 113
796 429 8
780 148 13
67 371 31
19 386 25
921 711 7
77 467 91
664 295 32
482 978 18
655 811 92
883 46 103
670 346 88
245 715 6
207 83 9
896 174 23
684 257 54
91 357 66
582 191 116
235 265 63
33 132 91
480 630 65
786 847 77
528 980 80
920 477 100
323 710 29
365 310 88
683 316 78
659 599 60
805 375 81
381 557 74
920 698 5
691 733 100
935 428 66
801 64 77
593 388 50
990 582 57
972 673 7
110 201 39
814 207 2
808 23 99
527 241 54
767 296 101
624 401 29
553 651 30
396 454 80
97 354 61
811 455 67
385 155 14
678 982 76
415 159 2
152 35 103
267 542 19
269 804 101
508 300 42
758 964 45
478 334 22
804 556 30
448 592 109
882 574 41
308 775 116
598 611 35
267 292 63
411 562 32
569 654 98
380 202 70
623 178 13
867 227 12
175 119 101
623 982 52
896 579 115
18 324 70
85 473 40
31 656 32
340 664 63
836 439 94
538 91 17
213 452 77
215 775 76
249 120 77
985 523 107
174 973 110
116 873 19
581 529 16
687 243 8
511 559 18
997 354 26
744 836 1
414 811 71
786 598 109
889 715 86
63 691 41
800 540 30
574 928 29
240 295 45
675 723 13
617 349 63
752 341 49
756 738 28
753 758 79
777 193 89
559 84 71
182 169 110
494 85 88
452 229 28
593 279 97
646 379 29
483 682 114
766 91 69
127 835 37
631 643 48
727 776 79
561 432 72
608 623 78
502 154 28
387 732 27
667 897 36
707 918 12
175 757 3
390 494 71
482 456 102
917 819 102
393 214 5
140 228 68
780 335 38
61 244 50
199 413 56
197 745 30
614 542 66
894 773 119
817 886 73
486 503 19
69 264 4
720 420 24
121 638 10
770 866 38
328 904 81
138 972 104
183 789 27
897 586 85
490 194 12
226 408 29
897 336 42
841 138 98
304 65 64
874 410 45
135 96 90
227 898 85
694 42 17
297 557 3
790 43 25
844 335 87
744 971 84
691 295 73
275 505 107
122 713 47
770 910 5
930 833 116
377 873 117
183 1 102
392 647 46
758 944 40
953 219 119
335 635 45
787 153 19
364 770 35
866 230 51
927 72 78
769 237 105
554 641 49
196 34 35
454 755 110
397 915 8
110 459 79
406 540 67
735 577 21
810 967 46
302 663 3
772 95 11
156 916 26
455 926 58
723 358 80
469 609 48
154 972 106
32 1000 7
830 324 48
760 729 11
321 478 75
118 47 58
636 248 30
773 426 73
91 59 54
329 205 74
681 899 27
135 122 111
271 455 59
875 769 46
351 674 33
737 82 53
413 908 6
873 247 61
208 116 20
379 564 21
572 848 114
206 42 34
122 458 52
732 292 7
443 456 110
110 599 69
877 307 92
585 810 5
141 581 24
275 295 101
86 756 85
121 461 35
556 612 83
276 5 27
11 920 75
23 975 59
129 922 81
954 37 76
820 126 82
972 433 90
942 716 17
555 317 19
102 474 81
545 529 41
503 973 13
825 955 75
162 426 2
701 18 120
401 918 40
647 230 91
671 303 103
309 124 27
236 810 7
674 862 36
33 933 15
334 844 25
659 213 52
333 584 109
853 57 79
612 46 106
107 374 25
305 972 16
101 909 107
798 585 86
881 201 67
362 181 10
516 856 47
384 406 119
127 751 11
355 460 53
146 208 120
527 245 92
443 269 114
714 302 31
147 153 39
834 33 113
614 636 46
542 734 39
241 398 110
355 776 110
820 659 101
724 758 62
241 277 74
9 996 63
768 265 64
95 281 34
121 304 8
473 259 63
791 209 13
536 131 35
872 238 118
507 499 3
799 301 87
465 90 95
22 300 39
42 361 41
15 98 54
221 87 83
278 258 89
951 25 106
868 577 72
143 175 2
145 58 24
617 907 115
384 290 52
98 212 14
312 189 77
22 382 69
579 787 66
441 128 102
780 923 2
261 703 102
607 981 106
354 535 94
705 644 28
519 176 58
364 901 97
439 323 106
992 304 50
472 596 116
440 607 66
53 130 50
609 999 24
906 30 89
127 180 52
229 473 47
30 257 95
428 26 105
26 845 68
274 361 111
445 263 106
523 921 114
528 198 90
360 677 8
375 806 6
392 722 72
418 378 63
38 385 5
503 532 43
808 350 53
156 845 57
347 913 9
98 985 112
397 471 114
505 958 33
701 63 15
318 725 61
118 370 10
928 503 86
898 323 34
761 357 28
888 639 113
769 977 44
143 177 3
876 120 96
371 932 84
904 693 97
960 240 44
774 758 34
734 718 90
12 378 12
887 222 110
123 179 61
473 235 64
357 582 31
15 563 89
168 456 99
517 483 65
687 499 20
78 384 57
272 199 54
521 12 101
574 479 33
814 253 101
735 898 32
190 98 98
120 589 77
395 17 21
650 686 48
181 730 65
777 311 14
70 660 97
37 175 82
806 614 115
947 443 79
256 706 76
913 209 15
934 220 12
864 290 115
891 765 21
922 248 37
199 455 92
45 972 38
895 802 119
97 788 115
427 52 74
393 262 25
326 873 95
773 151 92
12 342 106
215 857 64
299 27 52
517 89 9
572 367 22
778 421 82
779 709 100
483 161 109
838 136 84
220 266 22
807 609 91
585 110 19
755 314 54
919 587 14
685 988 50
849 645 56
380 699 22
944 840 99
46 207 55
44 149 37
537 870 60
125 329 13
74 483 114
632 17 74
829 414 69
225 36 10
513 72 46
526 479 63
17 548 80
493 869 52
911 933 74
107 417 57
956 528 48
93 398 100
723 749 6
817 994 62
54 473 75
450 58 113
265 426 83
888 98 116
745 451 116
270 926 86
635 415 44
653 206 67
567 180 35
777 497 44
960 343 27
949 568 20
97 638 102
706 200 108
440 329 17
645 166 24
204 265 38
365 676 31
155 983 68
427 23 85
546 664 63
199 32 46
160 25 94
987 909 30
682 895 88
140 330 26
932 230 30
809 477 78
661 39 16
805 144 6
548 67 33
669 250 90
381 141 30
112 846 119
960 452 34
842 5 40
612 903 52
342 119 94
740 502 88
654 338 109
40 515 35
437 313 49
690 512 95
854 534 86
350 29 76
247 293 80
892 327 59
710 446 79
214 179 18
964 589 22
725 238 1
405 899 97
822 758 7
932 915 46
999 323 68
615 275 37
133 636 47
311 831 52
810 286 106
987 620 56
17 583 45
34 813 58
439 852 9
592 307 109
121 362 3
554 920 43
628 692 20
976 262 66
299 745 40
105 689 106
183 155 95
239 846 100
626 150 15
334 825 66
779 917 2
79 851 32
285 612 67
473 658 53
48 828 7
470 779 7
533 805 73
245 486 44
4 883 43
984 929 56
74 455 20
96 339 12
189 341 100
974 783 69
86 325 5
272 985 24
764 558 18
958 459 87
93 458 88
729 452 3
773 250 1
390 447 87
885 589 34
394 667 1
620 101 14
182 375 49
547 96 114
782 2 54
521 108 107
185 544 78
445 935 21
892 205 18
755 434 27
638 51 43
152 693 98
71 754 33
938 889 5
170 204 104
735 599 118
655 256 25
238 498 24
243 159 91
226 758 47
129 235 59
526 75 24
824 747 69
550 369 3
873 634 96
850 415 31
990 819 60
218 368 31
926 470 100
629 733 54
645 350 41
782 470 108
912 766 57
245 16 23
41 70 46
24 578 95
252 255 88
180 168 6
74 105 84
988 477 72
234 422 52
113 8 20
234 156 70
487 766 74
191 718 34
729 113 100
174 959 102
782 511 23
414 242 41
654 806 87
495 2 93
938 747 108
509 604 76
201 294 60
192 93 51
994 261 91
984 43 94
620 446 93
